KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,TRAVTIME,CAR_USE,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,HOME_VAL_IMPUTED,EDUCATION_CODE,OCCUPATION_FREQ,CAR_TYPE_RISK,RISK_SCORE,CLAIM_RATIO,CAR_Minivan,CAR_Panel Truck,CAR_Pickup,CAR_Sports Car,CAR_Van,CAR_z_SUV,OCC_Clerical,OCC_Lawyer,OCC_Manager,OCC_Other,OCC_Professional,OCC_z_Blue Collar
3,53.0,0,10.0,58049.0,0,186384.0,1,1,44,0,5590.0,1,0,0.0,0,0,0,4898.0,15.0,1,1,False,3,0.12203883495145632,0.2917100242802636,0.7875130072840791,0.0,False,False,False,False,False,True,False,False,True,False,False,False
0,25.0,3,15.0,75385.0,0,254055.0,1,1,19,1,17750.0,1,1,4640.0,3,0,4,4577.0,8.0,1,1,False,2,0.22213592233009707,0.2736156351791531,2.1820846905537463,1.5,False,False,False,False,True,False,False,False,False,False,False,True
0,42.0,0,12.0,108677.0,0,297884.0,1,0,5,0,8210.0,4,0,0.0,0,0,0,0.0,6.0,0,1,False,0,0.22213592233009707,0.2917100242802636,0.1875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,48.0,0,13.0,16923.0,0,115976.0,1,0,38,0,17760.0,11,0,12373.0,2,1,4,0.0,5.0,0,1,False,0,0.26485436893203884,0.1726698848867434,1.7518009654660232,0.16666666666666666,True,False,False,False,False,False,False,False,False,True,False,False
0,50.0,0,11.0,22284.0,0,135680.0,1,1,44,1,9950.0,6,0,0.0,0,0,0,0.0,5.0,0,0,False,0,0.22213592233009707,0.31281761716544326,0.09384528514963297,0.0,False,False,True,False,False,False,False,False,False,False,False,True
0,49.0,0,10.0,73241.0,0,205669.0,0,1,36,0,6400.0,1,1,3863.0,2,0,0,5454.0,15.0,1,1,False,3,0.10009708737864077,0.31281761716544326,0.793845285149633,1.0,False,False,True,False,False,False,False,True,False,False,False,False
0,49.0,0,11.0,48215.0,0,205669.0,0,0,46,0,13190.0,10,0,2516.0,4,0,2,2649.0,19.0,1,1,False,4,0.26485436893203884,0.2917100242802636,1.7875130072840792,0.36363636363636365,False,False,False,False,False,True,False,False,False,True,False,False
0,45.0,0,0.0,0.0,0,205669.0,0,0,50,1,25550.0,3,0,0.0,0,0,1,0.0,10.0,0,1,False,2,0.26485436893203884,0.1726698848867434,0.951800965466023,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,31.0,4,0.0,0.0,1,205669.0,0,0,14,1,4600.0,11,0,8136.0,1,0,6,1668.0,14.0,1,1,False,2,0.26485436893203884,0.3460559796437659,3.00381679389313,0.08333333333333333,False,False,False,True,False,False,False,False,False,True,False,False
0,42.0,0,14.0,44970.0,0,224155.0,1,1,35,1,6100.0,1,1,0.0,0,0,0,0.0,1.0,0,1,False,1,0.22213592233009707,0.31281761716544326,0.393845285149633,0.0,False,False,True,False,False,False,False,False,False,False,False,True
0,33.0,4,11.0,158124.0,0,366033.0,1,1,5,1,20610.0,1,0,0.0,0,1,4,0.0,7.0,0,1,False,4,0.26485436893203884,0.2736156351791531,2.5820846905537462,0.0,False,False,False,False,True,False,False,False,False,True,False,False
0,49.0,0,10.0,73251.0,0,205669.0,0,1,48,1,15480.0,1,1,0.0,0,0,1,0.0,8.0,0,0,False,1,0.22213592233009707,0.1726698848867434,0.6518009654660231,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,48.0,0,10.0,90044.0,0,205669.0,0,0,79,1,17310.0,3,0,2317.0,1,0,0,6595.0,16.0,1,1,False,2,0.22213592233009707,0.2917100242802636,0.5875130072840791,0.25,False,False,False,False,False,True,False,False,False,False,False,True
0,29.0,0,0.0,0.0,0,100948.0,1,1,30,0,19670.0,1,1,3449.0,2,0,3,0.0,1.0,0,1,False,0,0.26485436893203884,0.1726698848867434,1.3518009654660232,1.0,True,False,False,False,False,False,False,False,False,True,False,False
0,45.0,2,15.0,20653.0,0,140294.0,1,0,24,0,20380.0,6,0,572.0,3,0,0,0.0,6.0,0,1,False,0,0.15436893203883495,0.2917100242802636,0.1875130072840791,0.42857142857142855,False,False,False,False,False,True,True,False,False,False,False,False
0,53.0,0,13.0,30897.0,0,205669.0,0,0,31,0,16970.0,10,0,0.0,0,0,0,0.0,1.0,0,1,False,1,0.12203883495145632,0.2917100242802636,0.3875130072840791,0.0,False,False,False,False,False,True,False,False,True,False,False,False
0,57.0,0,12.0,53526.0,0,258080.0,1,1,34,0,7200.0,4,1,0.0,0,0,1,0.0,13.0,0,1,False,2,0.13650485436893203,0.31281761716544326,0.993845285149633,0.0,False,False,True,False,False,False,False,False,False,False,True,False
0,48.0,0,10.0,91245.0,0,278928.0,1,0,10,0,15420.0,8,0,3136.0,2,0,8,0.0,1.0,0,1,False,0,0.22213592233009707,0.2917100242802636,3.3875130072840793,0.2222222222222222,False,False,False,False,False,True,False,False,False,False,False,True
0,37.0,0,11.0,135691.0,0,205669.0,0,1,29,0,14920.0,1,1,0.0,0,1,0,0.0,23.0,0,1,False,3,0.13650485436893203,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,59.0,0,11.0,25833.0,0,205669.0,0,1,13,0,9980.0,1,1,0.0,0,0,0,0.0,11.0,0,0,False,2,0.13650485436893203,0.1726698848867434,0.45180096546602305,0.0,True,False,False,False,False,False,False,False,False,False,True,False
1,39.0,2,11.0,41869.0,0,165820.0,1,0,6,1,12550.0,1,0,32747.0,4,0,0,0.0,8.0,0,1,False,1,0.22213592233009707,0.2917100242802636,0.3875130072840791,2.0,False,False,False,False,False,True,False,False,False,False,False,True
0,46.0,0,8.0,62433.0,0,205669.0,1,0,41,0,12240.0,1,0,0.0,0,0,0,0.0,11.0,0,0,False,2,0.15436893203883495,0.2917100242802636,0.4875130072840791,0.0,False,False,False,False,False,True,True,False,False,False,False,False
0,48.0,0,10.0,23588.0,0,174929.0,1,0,61,0,9500.0,1,0,31664.0,2,1,3,5685.0,7.0,1,1,False,1,0.15436893203883495,0.2917100242802636,1.5875130072840793,1.0,False,False,False,False,False,True,True,False,False,False,False,False
0,52.0,0,12.0,53526.0,0,205669.0,0,0,37,0,15650.0,1,0,7428.0,2,0,2,0.0,16.0,0,1,False,3,0.10009708737864077,0.3460559796437659,1.60381679389313,1.0,False,False,False,True,False,False,False,True,False,False,False,False
2,37.0,2,10.0,45282.0,1,170166.0,0,0,50,0,5100.0,4,0,7136.0,1,0,4,2546.0,1.0,1,0,False,0,0.22213592233009707,0.3460559796437659,1.70381679389313,0.2,False,False,False,True,False,False,False,False,False,False,False,True
1,44.0,2,12.0,48288.0,1,205669.0,0,0,23,1,13280.0,6,0,0.0,0,0,2,0.0,12.0,0,1,False,1,0.22213592233009707,0.2917100242802636,1.1875130072840792,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,34.0,2,9.0,33538.0,1,205669.0,0,1,29,0,8250.0,4,1,38845.0,2,1,2,5810.0,1.0,1,1,False,0,0.22213592233009707,0.1726698848867434,0.951800965466023,0.4,True,False,False,False,False,False,False,False,False,False,False,True
0,45.0,0,8.0,35316.0,0,194782.0,1,0,19,0,11280.0,4,0,0.0,0,0,1,0.0,7.0,0,1,False,0,0.22213592233009707,0.2917100242802636,0.5875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,40.0,0,12.0,101794.0,0,256716.0,1,0,21,0,22090.0,1,0,0.0,0,0,0,0.0,11.0,0,1,False,3,0.10009708737864077,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,False,True,False,False,False,False
0,50.0,0,12.0,89157.0,0,257091.0,1,0,52,0,19700.0,1,0,3175.0,1,0,0,0.0,7.0,0,1,False,3,0.10009708737864077,0.2917100242802636,0.7875130072840791,0.5,False,False,False,False,False,True,False,True,False,False,False,False
0,50.0,0,11.0,74970.0,0,205669.0,0,1,28,1,13930.0,1,1,0.0,0,0,0,0.0,1.0,0,0,False,2,0.22213592233009707,0.1726698848867434,0.45180096546602305,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,33.0,2,14.0,53526.0,0,153659.0,1,1,37,1,23520.0,10,0,3236.0,1,0,0,0.0,10.0,0,1,False,2,0.26485436893203884,0.2637749120750293,0.5791324736225089,0.09090909090909091,False,True,False,False,False,False,False,False,False,True,False,False
0,38.0,0,4.0,127783.0,0,314273.0,1,1,26,0,14280.0,4,0,0.0,0,0,4,0.0,10.0,0,1,False,4,0.10009708737864077,0.1726698848867434,2.551800965466023,0.0,True,False,False,False,False,False,False,True,False,False,False,False
1,36.0,2,12.0,82780.0,0,205669.0,1,1,24,1,1500.0,6,0,5999.0,2,1,6,5943.0,5.0,1,1,False,1,0.22213592233009707,0.1726698848867434,2.751800965466024,0.2857142857142857,True,False,False,False,False,False,False,False,False,False,False,True
0,46.0,0,12.0,53526.0,0,217164.0,1,0,53,0,25360.0,6,0,31180.0,1,1,3,0.0,17.0,0,1,False,3,0.13650485436893203,0.1726698848867434,1.9518009654660233,0.14285714285714285,True,False,False,False,False,False,False,False,False,False,True,False
0,29.0,1,7.0,31407.0,1,205669.0,0,0,42,1,22210.0,6,0,0.0,0,0,0,0.0,9.0,0,1,False,1,0.22213592233009707,0.1726698848867434,0.351800965466023,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,37.0,3,10.0,34052.0,1,124094.0,0,1,82,0,14000.0,14,1,0.0,0,0,0,0.0,1.0,0,0,False,0,0.15436893203883495,0.1726698848867434,0.051800965466023016,0.0,True,False,False,False,False,False,True,False,False,False,False,False
2,37.0,2,10.0,24622.0,0,135310.0,1,1,52,0,7660.0,7,1,0.0,0,0,4,0.0,6.0,0,1,False,0,0.22213592233009707,0.1726698848867434,1.7518009654660232,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,39.0,2,10.0,30618.0,0,157285.0,1,1,44,1,21320.0,3,1,9469.0,2,0,0,10267.0,1.0,1,1,False,1,0.22213592233009707,0.2736156351791531,0.38208469055374594,0.5,False,False,False,False,True,False,False,False,False,False,False,True
0,46.0,0,14.0,50206.0,0,176373.0,1,0,22,1,25400.0,6,0,0.0,0,0,0,0.0,1.0,0,1,False,1,0.22213592233009707,0.1726698848867434,0.351800965466023,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,54.0,0,13.0,65234.0,0,280155.0,1,0,36,1,23170.0,4,0,0.0,0,0,0,1148.0,1.0,1,1,False,1,0.22213592233009707,0.2917100242802636,0.3875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
1,40.0,3,15.0,53526.0,1,205669.0,0,0,25,0,17380.0,9,0,4699.0,1,0,6,0.0,10.0,0,0,False,2,0.13650485436893203,0.1726698848867434,2.8518009654660235,0.1,True,False,False,False,False,False,False,False,False,False,True,False
0,48.0,0,12.0,24671.0,0,205669.0,0,0,22,0,3970.0,6,0,0.0,0,0,1,0.0,1.0,0,0,False,0,0.22213592233009707,0.3460559796437659,0.5038167938931298,0.0,False,False,False,True,False,False,False,False,False,False,False,True
1,42.0,1,10.0,73376.0,1,205669.0,0,0,39,0,25590.0,1,0,7328.0,1,0,5,1947.0,11.0,1,1,False,3,0.10009708737864077,0.3460559796437659,2.8038167938931298,0.5,False,False,False,True,False,False,False,True,False,False,False,False
0,62.0,0,15.0,66739.0,0,205669.0,0,1,36,1,34990.0,3,1,4736.0,2,0,3,0.0,1.0,0,1,False,1,0.22213592233009707,0.1726698848867434,1.5518009654660232,0.5,True,False,False,False,False,False,False,False,False,False,False,True
0,31.0,3,10.0,106985.0,1,205669.0,0,0,8,0,23970.0,6,0,0.0,0,0,0,0.0,13.0,0,1,False,3,0.12203883495145632,0.31281761716544326,0.793845285149633,0.0,False,False,True,False,False,False,False,False,True,False,False,False
0,36.0,0,12.0,53526.0,0,205669.0,0,1,27,0,12620.0,17,0,0.0,0,0,0,0.0,15.0,0,1,False,2,0.13650485436893203,0.1726698848867434,0.5518009654660231,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,45.0,2,0.0,0.0,0,61061.0,1,0,5,1,35630.0,4,1,0.0,0,0,0,0.0,10.0,0,1,False,2,0.26485436893203884,0.2637749120750293,0.5791324736225089,0.0,False,True,False,False,False,False,False,False,False,True,False,False
0,58.0,0,11.0,229207.0,0,588059.0,1,1,46,1,30220.0,6,0,11827.0,1,0,4,0.0,3.0,0,1,False,4,0.12203883495145632,0.2637749120750293,2.579132473622509,0.14285714285714285,False,True,False,False,False,False,False,False,True,False,False,False
0,45.0,0,11.0,26378.0,0,151135.0,1,0,26,0,6680.0,1,0,0.0,0,0,2,0.0,6.0,0,1,False,0,0.22213592233009707,0.2917100242802636,0.9875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,False,True
0,46.0,0,12.0,24306.0,0,150872.0,1,1,12,1,27790.0,2,0,8414.0,2,0,4,0.0,10.0,0,1,False,3,0.13650485436893203,0.2637749120750293,2.379132473622509,0.6666666666666666,False,True,False,False,False,False,False,False,False,False,True,False
0,51.0,0,8.0,42335.0,0,205669.0,1,1,44,1,14110.0,5,0,3341.0,2,0,6,0.0,5.0,0,1,False,1,0.22213592233009707,0.1726698848867434,2.751800965466024,0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,True
0,53.0,0,0.0,0.0,0,205669.0,0,1,24,0,17190.0,6,1,0.0,0,0,1,2490.0,1.0,1,1,False,1,0.26485436893203884,0.2736156351791531,0.7820846905537459,0.0,False,False,False,False,True,False,False,False,False,True,False,False
0,51.0,0,14.0,48680.0,0,193602.0,1,1,44,1,24510.0,10,0,8007.0,1,0,0,0.0,1.0,0,1,False,1,0.22213592233009707,0.1726698848867434,0.351800965466023,0.09090909090909091,True,False,False,False,False,False,False,False,False,False,False,True
0,33.0,2,14.0,82407.0,1,205669.0,0,1,17,1,4800.0,4,1,0.0,0,0,1,4181.0,6.0,1,1,False,1,0.22213592233009707,0.31281761716544326,0.793845285149633,0.0,False,False,True,False,False,False,False,False,False,False,False,True
0,36.0,1,12.0,28989.0,1,191192.0,0,1,28,0,21520.0,6,0,5971.0,1,0,6,0.0,10.0,0,1,False,1,0.15436893203883495,0.2736156351791531,2.7820846905537464,0.14285714285714285,False,False,False,False,True,False,True,False,False,False,False,False
3,45.0,3,17.0,28538.0,0,140924.0,1,0,15,0,16920.0,3,0,22262.0,2,1,7,1444.0,5.0,1,1,False,0,0.15436893203883495,0.2917100242802636,2.9875130072840794,0.5,False,False,False,False,False,True,True,False,False,False,False,False
0,45.0,2,13.0,64632.0,1,258727.0,0,1,18,0,19590.0,6,1,0.0,0,0,1,0.0,13.0,0,1,False,2,0.13650485436893203,0.1726698848867434,0.951800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,27.0,1,13.0,29979.0,0,139981.0,1,1,20,1,7200.0,6,0,0.0,0,0,4,0.0,7.0,0,0,False,1,0.15436893203883495,0.31281761716544326,1.893845285149633,0.0,False,False,True,False,False,False,True,False,False,False,False,False
0,47.0,0,9.0,62133.0,0,222691.0,1,1,35,1,25310.0,17,0,0.0,0,0,2,5453.0,1.0,1,1,False,1,0.13650485436893203,0.2637749120750293,1.1791324736225088,0.0,False,True,False,False,False,False,False,False,False,False,True,False
0,50.0,0,8.0,70569.0,0,211353.0,1,1,41,1,8560.0,3,1,0.0,0,0,0,0.0,16.0,0,1,False,3,0.12203883495145632,0.31281761716544326,0.793845285149633,0.0,False,False,True,False,False,False,False,False,True,False,False,False
0,44.0,2,14.0,35276.0,0,131158.0,1,0,5,0,17810.0,1,0,0.0,0,0,0,0.0,8.0,0,1,False,1,0.15436893203883495,0.1726698848867434,0.351800965466023,0.0,True,False,False,False,False,False,True,False,False,False,False,False
0,39.0,0,10.0,14677.0,0,205669.0,0,1,44,1,10180.0,1,0,0.0,0,0,0,3270.0,9.0,1,0,False,2,0.26485436893203884,0.31281761716544326,0.493845285149633,0.0,False,False,True,False,False,False,False,False,False,True,False,False
0,46.0,0,10.0,45626.0,0,183557.0,1,0,30,0,14550.0,4,0,4758.0,2,0,0,3613.0,1.0,1,1,False,1,0.22213592233009707,0.2917100242802636,0.3875130072840791,0.4,False,False,False,False,False,True,False,False,False,False,False,True
0,60.0,3,14.0,75523.0,0,269976.0,1,0,10,1,22140.0,10,0,0.0,0,0,0,0.0,6.0,0,1,False,2,0.12203883495145632,0.31281761716544326,0.593845285149633,0.0,False,False,True,False,False,False,False,False,True,False,False,False
0,51.0,0,0.0,0.0,0,205669.0,1,1,40,0,6600.0,6,1,0.0,0,0,0,0.0,7.0,0,0,False,1,0.26485436893203884,0.1726698848867434,0.25180096546602304,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,54.0,0,12.0,96728.0,0,278985.0,1,0,14,0,17410.0,6,0,0.0,0,0,0,0.0,19.0,0,1,False,3,0.10009708737864077,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,False,True,False,False,False,False
0,47.0,0,16.0,33717.0,0,145021.0,1,1,45,1,4870.0,13,1,0.0,0,1,0,2129.0,1.0,1,1,False,1,0.15436893203883495,0.31281761716544326,0.393845285149633,0.0,False,False,True,False,False,False,True,False,False,False,False,False
0,50.0,0,14.0,96299.0,0,273212.0,1,1,40,1,16130.0,3,0,0.0,0,0,0,0.0,8.0,0,1,False,2,0.22213592233009707,0.1726698848867434,0.5518009654660231,0.0,True,False,False,False,False,False,False,False,False,False,False,True
0,62.0,0,0.0,0.0,0,52952.0,1,0,37,0,12760.0,4,0,0.0,0,0,2,1414.0,1.0,1,1,False,1,0.26485436893203884,0.3460559796437659,1.20381679389313,0.0,False,False,False,True,False,False,False,False,False,True,False,False
0,39.0,0,10.0,38193.0,0,158688.0,1,0,24,0,16300.0,11,0,0.0,0,0,1,0.0,19.0,0,1,False,4,0.10009708737864077,0.2917100242802636,1.3875130072840793,0.0,False,False,False,False,False,True,False,True,False,False,False,False
0,42.0,0,11.0,143781.0,0,205669.0,0,1,48,1,32070.0,1,1,0.0,0,0,1,0.0,16.0,0,1,False,3,0.12203883495145632,0.2637749120750293,1.179132473622509,0.0,False,True,False,False,False,False,False,False,True,False,False,False
0,48.0,0,7.0,139337.0,0,369214.0,1,0,40,0,16030.0,1,0,0.0,0,0,0,0.0,1.0,0,1,False,3,0.12203883495145632,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,False,False,True,False,False,False
0,34.0,0,11.0,7806.0,0,205669.0,1,1,33,1,10840.0,4,1,5804.0,3,0,4,0.0,1.0,0,1,False,1,0.26485436893203884,0.31281761716544326,1.993845285149633,0.6,False,False,True,False,False,False,False,False,False,True,False,False
0,40.0,0,11.0,76548.0,0,214584.0,1,0,20,0,5500.0,1,0,6999.0,3,0,2,0.0,11.0,0,1,False,2,0.13650485436893203,0.3460559796437659,1.4038167938931299,1.5,False,False,False,True,False,False,False,False,False,False,True,False
0,51.0,0,13.0,77831.0,0,205669.0,0,1,39,1,16830.0,7,1,0.0,0,0,0,0.0,14.0,0,1,False,3,0.26485436893203884,0.2736156351791531,0.782084690553746,0.0,False,False,False,False,True,False,False,False,False,True,False,False
0,33.0,1,9.0,21124.0,1,205669.0,0,1,30,0,5000.0,1,1,0.0,0,0,0,0.0,10.0,0,1,False,2,0.26485436893203884,0.31281761716544326,0.593845285149633,0.0,False,False,True,False,False,False,False,False,False,True,False,False
0,58.0,0,11.0,43680.0,0,180158.0,1,1,24,1,29910.0,4,1,9677.0,2,0,0,0.0,4.0,0,1,False,1,0.12203883495145632,0.1726698848867434,0.351800965466023,0.4,True,False,False,False,False,False,False,False,True,False,False,False
0,50.0,0,0.0,0.0,0,205669.0,0,0,47,0,6520.0,1,0,0.0,0,1,2,0.0,1.0,0,0,False,1,0.26485436893203884,0.2917100242802636,1.087513007284079,0.0,False,False,False,False,False,True,False,False,False,True,False,False
0,20.0,0,8.0,4209.0,0,80790.0,0,0,23,0,10570.0,1,0,0.0,0,0,4,4400.0,9.0,1,1,False,1,0.15436893203883495,0.2917100242802636,1.9875130072840792,0.0,False,False,False,False,False,True,True,False,False,False,False,False
0,52.0,0,14.0,53526.0,0,205669.0,1,0,18,0,12720.0,1,0,0.0,0,0,0,0.0,12.0,0,1,False,2,0.13650485436893203,0.2917100242802636,0.5875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,True,False
0,42.0,0,13.0,71779.0,0,187108.0,1,0,5,0,15480.0,4,0,0.0,0,0,0,5782.0,12.0,1,1,False,4,0.12203883495145632,0.2917100242802636,0.9875130072840791,0.0,False,False,False,False,False,True,False,False,True,False,False,False
0,45.0,0,0.0,0.0,0,205669.0,1,0,43,0,2600.0,10,1,4656.0,4,0,3,0.0,1.0,0,0,False,1,0.26485436893203884,0.2917100242802636,1.4875130072840792,0.36363636363636365,False,False,False,False,False,True,False,False,False,True,False,False
0,42.0,0,9.0,124521.0,0,336516.0,0,1,21,0,18150.0,4,1,0.0,0,0,4,0.0,15.0,0,1,False,4,0.26485436893203884,0.1726698848867434,2.551800965466023,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,63.0,0,11.0,49485.0,0,180070.0,1,0,36,0,6270.0,6,0,0.0,0,0,0,0.0,1.0,0,1,False,2,0.13650485436893203,0.3460559796437659,0.6038167938931298,0.0,False,False,False,True,False,False,False,False,False,False,True,False
0,48.0,0,12.0,93955.0,0,303379.0,1,1,35,0,15700.0,10,1,0.0,0,0,0,0.0,10.0,0,1,False,2,0.12203883495145632,0.1726698848867434,0.5518009654660231,0.0,True,False,False,False,False,False,False,False,True,False,False,False
0,55.0,0,12.0,72430.0,0,226009.0,1,1,54,0,23980.0,7,0,0.0,0,0,0,0.0,15.0,0,0,False,3,0.13650485436893203,0.1726698848867434,0.6518009654660231,0.0,True,False,False,False,False,False,False,False,False,False,True,False
0,57.0,0,11.0,104257.0,0,205669.0,1,0,32,0,7200.0,10,0,0.0,0,0,0,0.0,8.0,0,1,False,4,0.26485436893203884,0.2917100242802636,0.9875130072840791,0.0,False,False,False,False,False,True,False,False,False,True,False,False
0,50.0,0,14.0,14518.0,0,205669.0,1,0,41,0,13170.0,11,0,0.0,0,0,0,0.0,9.0,0,0,False,2,0.26485436893203884,0.1726698848867434,0.45180096546602305,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,48.0,0,10.0,106752.0,0,205669.0,0,1,46,0,19540.0,4,1,8212.0,3,0,2,3989.0,15.0,1,1,False,2,0.13650485436893203,0.2736156351791531,1.382084690553746,0.6,False,False,False,False,True,False,False,False,False,False,True,False
1,40.0,1,7.0,46337.0,0,178708.0,1,0,5,0,13720.0,1,0,3598.0,3,0,3,0.0,11.0,0,1,False,2,0.13650485436893203,0.3460559796437659,1.8038167938931302,1.5,False,False,False,True,False,False,False,False,False,False,True,False
0,46.0,0,11.0,78915.0,0,248764.0,0,0,41,0,13990.0,5,0,5531.0,3,0,0,0.0,11.0,0,1,False,3,0.10009708737864077,0.2917100242802636,0.7875130072840791,0.5,False,False,False,False,False,True,False,True,False,False,False,False
0,43.0,0,10.0,49729.0,0,211046.0,0,0,49,0,13760.0,4,0,0.0,0,0,0,1428.0,8.0,1,1,False,2,0.13650485436893203,0.2917100242802636,0.5875130072840791,0.0,False,False,False,False,False,True,False,False,False,False,True,False
0,45.0,0,13.0,8234.0,0,205669.0,1,1,12,1,11270.0,7,0,0.0,0,0,0,0.0,8.0,0,1,False,0,0.26485436893203884,0.31281761716544326,0.19384528514963298,0.0,False,False,True,False,False,False,False,False,False,True,False,False
0,49.0,0,11.0,65904.0,0,265782.0,1,1,7,0,30910.0,1,1,0.0,0,0,2,0.0,8.0,0,1,False,2,0.15436893203883495,0.1726698848867434,1.351800965466023,0.0,True,False,False,False,False,False,True,False,False,False,False,False
0,50.0,0,10.0,52956.0,0,205669.0,0,0,35,1,8370.0,11,0,2988.0,1,0,5,4890.0,12.0,1,1,False,2,0.22213592233009707,0.2917100242802636,2.587513007284079,0.08333333333333333,False,False,False,False,False,True,False,False,False,False,False,True
0,55.0,0,13.0,60091.0,0,250327.0,1,1,48,1,7810.0,1,0,0.0,0,0,1,0.0,1.0,0,1,False,1,0.13650485436893203,0.31281761716544326,0.793845285149633,0.0,False,False,True,False,False,False,False,False,False,False,True,False
0,26.0,2,11.0,21443.0,0,116421.0,1,1,19,1,24280.0,6,0,42208.0,1,1,5,45985.0,1.0,1,0,False,0,0.15436893203883495,0.2637749120750293,2.0791324736225087,0.14285714285714285,False,True,False,False,False,False,True,False,False,False,False,False
0,50.0,0,0.0,0.0,0,205669.0,0,1,29,0,14870.0,1,0,0.0,0,0,1,0.0,5.0,0,1,False,1,0.26485436893203884,0.1726698848867434,0.751800965466023,0.0,True,False,False,False,False,False,False,False,False,True,False,False
0,57.0,0,8.0,66618.0,0,205669.0,0,1,27,0,18100.0,1,1,0.0,0,0,1,0.0,17.0,0,1,False,3,0.10009708737864077,0.2917100242802636,1.1875130072840792,0.0,False,False,False,False,False,True,False,True,False,False,False,False
0,34.0,0,0.0,0.0,0,205669.0,0,0,59,0,26550.0,1,0,33961.0,1,1,7,0.0,1.0,0,0,False,1,0.26485436893203884,0.31281761716544326,3.0938452851496336,0.5,False,False,True,False,False,False,False,False,False,True,False,False
0,42.0,0,11.0,27253.0,0,205669.0,0,0,25,1,45360.0,6,0,29919.0,1,1,0,1401.0,7.0,1,1,False,0,0.15436893203883495,0.2637749120750293,0.17913247362250878,0.14285714285714285,False,True,False,False,False,False,True,False,False,False,False,False
0,26.0,0,6.0,48074.0,0,205669.0,0,1,25,1,21760.0,1,0,0.0,0,0,4,0.0,1.0,0,1,False,1,0.22213592233009707,0.2736156351791531,1.9820846905537461,0.0,False,False,False,False,True,False,False,False,False,False,False,True
0,49.0,0,6.0,99948.0,0,248589.0,1,0,41,0,6800.0,4,0,0.0,0,0,1,0.0,1.0,0,1,False,3,0.10009708737864077,0.2917100242802636,1.1875130072840792,0.0,False,False,False,False,False,True,False,True,False,False,False,False
0,39.0,1,13.0,97870.0,0,308324.0,1,0,38,0,19670.0,3,0,0.0,0,0,4,0.0,13.0,0,1,False,3,0.12203883495145632,0.1726698848867434,2.351800965466023,0.0,True,False,False,False,False,False,False,False,True,False,False,False
0,63.0,0,16.0,141953.0,0,377925.0,1,1,35,1,27570.0,10,1,0.0,0,0,0,4291.0,9.0,1,1,False,4,0.26485436893203884,0.31281761716544326,0.993845285149633,0.0,False,False,True,False,False,False,False,False,False,True,False,False
2,43.0,2,12.0,62638.0,1,205669.0,0,0,36,1,23140.0,6,0,7148.0,2,0,4,4665.0,11.0,1,1,False,2,0.13650485436893203,0.31281761716544326,2.1938452851496333,0.2857142857142857,False,False,True,False,False,False,False,False,False,False,True,False
0,31.0,2,11.0,93703.0,0,257486.0,1,0,5,1,29620.0,1,0,0.0,0,0,0,0.0,1.0,0,0,False,1,0.22213592233009707,0.31281761716544326,0.293845285149633,0.0,False,False,True,False,False,False,False,False,False,False,False,True
0,43.0,0,14.0,104258.0,0,269356.0,1,1,19,0,12500.0,1,1,0.0,0,0,1,0.0,15.0,0,1,False,2,0.12203883495145632,0.1726698848867434,0.951800965466023,0.0,True,False,False,False,False,False,False,False,True,False,False,False
0,65.0,0,17.0,52074.0,0,220576.0,1,0,28,0,10010.0,1,0,0.0,0,0,0,0.0,22.0,0,1,False,3,0.12203883495145632,0.3460559796437659,0.8038167938931299,0.0,False,False,False,True,False,False,False,False,True,False,False,False
0,53.0,0,8.0,169259.0,0,470371.0,1,1,28,0,16850.0,4,1,0.0,0,0,2,0.0,8.0,0,1,False,2,0.13650485436893203,0.1726698848867434,1.351800965466023,0.0,True,False,False,False,False,False,False,False,False,False,True,False
